file_path,machine_id,label,label_name,rms,spectral_centroid_hz,spectral_bandwidth_hz,spectral_rolloff_hz,spectral_flatness,zero_crossing_rate,dominant_frequency_hz,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std
D:\pump\id_04\normal\00000674.wav,id_04,0,normal,0.264332,2487.23,2024.09,4857.5,0.063859,0.238489,430.3,38.208656,50.363716,-15.394097,18.036634,2.750497,-4.579673,-11.688945,1.402015,-5.734386,-2.342475,13.090121,0.091228,-1.439396,3.596874,3.337982,3.0783,3.131159,2.85376,2.590609,2.796275,3.061181,2.598031,2.866689,2.635842,2.900298,3.237766
D:\pump\id_02\normal\00000302.wav,id_02,0,normal,0.253275,1542.92,1766.29,3306.68,0.024604,0.087323,43.3,5.378553,103.631668,-11.037108,12.723655,6.966342,21.268793,10.767806,-0.561059,2.747675,2.188794,4.051055,-0.615381,-0.364359,8.841116,8.203547,6.407662,5.915665,5.376282,4.199856,4.963265,5.493057,4.108636,4.182499,4.094797,4.112283,3.94348
D:\pump\id_00\normal\00000994.wav,id_00,0,normal,0.141491,1800.39,1844.07,3785.34,0.06004,0.127072,165.9,-13.253442,95.108101,-10.232882,5.747978,-4.751779,4.890868,1.561003,2.289771,-4.682394,-2.128168,-1.413578,0.466909,-1.558989,14.911137,10.219501,9.170918,6.849342,6.823276,6.931609,6.292068,5.10829,5.331307,5.154296,5.052557,4.961087,4.478458
D:\pump\id_06\normal\00000579.wav,id_06,0,normal,0.249434,1243.65,1664.66,2397.01,0.012243,0.07339,188.3,-18.536137,127.368958,14.162048,3.158458,2.948132,7.075168,0.984736,1.002961,-7.871284,-9.355404,-1.191223,4.357195,3.53951,8.719746,6.607478,6.372739,5.263189,5.40177,4.788406,4.745055,5.324209,4.53792,3.714805,4.404191,3.858439,3.793171
D:\pump\id_02\normal\00000796.wav,id_02,0,normal,0.095946,2051.4,1971.11,4299.77,0.075157,0.157919,1489.3,-53.294067,77.197144,-13.137566,7.131488,10.636993,21.743202,8.193046,2.593367,1.97607,3.190991,-2.241667,-4.53988,0.348699,19.763477,11.575447,11.404749,7.744183,7.434492,6.937885,7.327248,5.30399,5.806181,5.055209,4.93367,4.840997,4.973308
D:\pump\id_00\normal\00000932.wav,id_00,0,normal,0.143913,1882.01,1816.49,3864.87,0.073764,0.140138,166.1,-0.714991,89.396431,-19.173653,6.315236,-9.049778,1.557636,-2.904314,0.452663,-5.293161,-5.169745,-6.303075,-5.506691,-2.131471,10.758529,6.35531,7.047063,5.991848,5.316844,5.082148,4.780391,4.566817,4.534752,4.142281,4.21361,4.180642,3.622643
D:\pump\id_06\normal\00000348.wav,id_06,0,normal,0.270814,935.88,1291.42,1806.31,0.004288,0.046114,187.7,-41.104774,148.151688,1.032558,28.815811,-2.717984,8.728627,-6.363883,-0.680519,-5.957989,-1.661877,-4.937799,-1.625269,-0.780296,5.086929,4.647062,3.666754,3.08895,3.552176,3.230791,3.16201,2.993357,2.949106,3.074664,2.811319,2.640592,2.493911
D:\pump\id_06\normal\00000052.wav,id_06,0,normal,0.232382,948.21,1251.52,1655.13,0.004269,0.062247,188.2,-56.060215,152.144501,0.734488,17.768019,-9.794758,4.405131,-6.633686,-4.592314,-9.896354,-3.784172,-4.719366,1.715253,3.249442,8.01724,7.518179,6.065379,5.583241,4.787993,3.939922,4.233407,3.882028,4.010769,3.685699,3.80914,4.324129,3.414603
D:\pump\id_06\normal\00000163.wav,id_06,0,normal,0.156016,1018.99,1377.35,1772.71,0.005399,0.062405,187.8,-93.942963,142.680023,6.448592,10.658814,-3.084857,9.58795,-1.007543,-6.110266,-12.592648,-6.868172,-1.658353,4.920028,1.61097,9.085628,9.003584,6.662467,4.617022,4.728666,5.040156,4.784683,4.905785,3.961254,3.987548,3.545807,3.255781,3.391912
D:\pump\id_00\normal\00000813.wav,id_00,0,normal,0.111909,1860.97,1755.61,3697.36,0.070087,0.14589,165.8,-28.227491,89.67778,-23.58386,9.14075,-11.136189,-0.990369,-0.964814,3.471186,-3.61727,-3.039751,-8.395314,-5.213907,-2.64668,12.912,7.577267,7.951342,5.641662,5.703467,5.849209,5.041602,4.50016,5.879138,5.067013,4.20206,4.503612,4.02456
D:\pump\id_02\normal\00000223.wav,id_02,0,normal,0.199299,1892.97,1932.11,4055.79,0.062902,0.13356,118.8,18.606064,86.522835,-8.17224,11.732287,4.608568,12.011518,3.548861,0.276211,1.756719,5.392001,3.655509,1.031294,4.154223,10.606698,9.211809,7.140839,7.805989,6.834957,6.749765,6.185278,5.01932,5.768935,5.654589,5.189119,4.360216,5.037226
D:\pump\id_02\normal\00000596.wav,id_02,0,normal,0.224762,1557.44,1760.85,3339.88,0.027397,0.092334,45.0,0.474881,105.390823,-7.674848,13.700386,4.748832,17.275446,8.014246,-3.140486,-1.854613,4.058113,3.098103,1.376624,-1.804475,12.060104,11.598835,8.685622,7.583924,6.318428,5.622496,5.847165,4.621767,4.836274,5.009676,4.402122,4.752044,4.149025
D:\pump\id_06\normal\00000739.wav,id_06,0,normal,0.301724,733.17,1150.62,1153.33,0.001204,0.02971,188.8,-90.225441,164.43837,13.037146,14.913359,-0.551524,11.105571,4.564721,5.601242,-1.855868,-3.682823,-9.93768,-3.228086,-1.565941,6.751016,7.109174,4.349648,3.441876,3.286764,3.395429,3.230864,3.192165,2.884262,2.978837,2.892634,2.989291,3.277217
D:\pump\id_06\normal\00000608.wav,id_06,0,normal,0.15481,1151.91,1425.22,2250.55,0.012034,0.070787,282.1,-61.481556,136.511383,-7.263161,17.346811,-0.345212,11.242327,-0.07896,-0.63229,-5.686006,-4.478058,-4.596663,-1.89995,-2.738974,29.336147,13.573832,11.781905,10.048269,6.4181,5.876414,5.311745,5.254686,4.452013,4.474417,4.309584,3.56096,4.350333
D:\pump\id_04\normal\00000009.wav,id_04,0,normal,0.280812,2536.77,2119.04,5343.63,0.038778,0.171819,577.8,14.77792,47.071041,-0.180947,19.448883,-4.462837,-12.625285,-12.089839,6.625439,-12.207362,4.361154,19.862471,13.001014,-9.485445,3.306342,3.423754,3.147959,3.091892,3.082219,2.737995,2.801108,2.584859,2.853718,2.509789,2.637193,3.001567,2.533952
D:\pump\id_06\normal\00000309.wav,id_06,0,normal,0.219579,1282.46,1542.43,2756.46,0.015904,0.062854,187.7,-29.530294,124.487473,-1.52551,22.361889,-8.23016,7.791169,-3.530885,2.701044,-2.699636,1.131304,-5.112447,-2.174724,-1.247666,29.165661,20.879915,8.749437,7.272532,7.744169,4.601755,4.423193,4.316779,3.587415,3.632549,3.69814,3.124003,3.580905
D:\pump\id_00\normal\00000477.wav,id_00,0,normal,0.103036,1537.9,1724.8,3296.58,0.034721,0.098847,166.1,-63.527657,109.112045,-5.259656,13.578304,-4.649051,10.489958,5.128551,5.513605,-0.732414,-3.222598,-4.113961,-1.597809,1.249542,13.833247,9.278106,8.890402,7.389544,7.013254,7.455995,6.326134,7.236784,5.688133,6.333512,5.508448,6.299556,4.921382
D:\pump\id_02\normal\00000747.wav,id_02,0,normal,0.101227,1650.66,1822.26,3519.87,0.038931,0.115556,36.0,-66.778053,100.968674,-7.572556,8.891906,7.628071,20.724045,9.814196,-2.552026,1.35073,4.253044,1.198166,0.634201,-1.481942,16.057674,11.956589,8.688788,6.871459,7.341877,6.575533,6.50116,5.509616,5.276904,5.039527,4.741902,4.376239,4.558209
D:\pump\id_02\normal\00000714.wav,id_02,0,normal,0.079735,1675.53,1822.09,3532.5,0.038505,0.116996,122.5,-89.66642,99.776131,-8.902538,8.914673,6.780251,20.32633,9.201702,-2.727677,0.923232,3.530562,3.313156,2.776073,-0.311957,14.340086,11.957561,9.926702,7.227657,7.453433,6.888048,7.014664,6.008989,6.778408,4.827064,4.86692,5.283226,4.603202
D:\pump\id_00\normal\00000198.wav,id_00,0,normal,0.083873,2098.8,1940.98,4309.63,0.095645,0.153553,165.1,-54.667282,76.986061,-14.683313,4.529122,-7.453813,4.102011,1.579416,3.582916,1.140201,0.332994,-3.376601,-0.300572,-2.646319,14.578709,11.452421,8.054512,8.253474,8.184472,7.365659,7.378061,6.334761,5.581477,6.057281,5.640558,5.242069,5.607757
D:\pump\id_00\normal\00000494.wav,id_00,0,normal,0.13543,1546.18,1751.08,3319.99,0.035471,0.097065,165.9,-35.857021,108.296364,-3.351468,13.790903,-3.153712,9.602598,6.211326,6.380475,-0.647842,-3.475553,-4.424666,0.051542,1.894691,14.001383,9.422821,8.731073,7.550986,7.441646,6.777911,5.891819,6.300404,5.162743,6.254444,4.443673,4.626915,4.939224
D:\pump\id_04\normal\00000444.wav,id_04,0,normal,0.229115,2671.42,2154.63,5407.15,0.106565,0.240749,137.1,40.970867,44.476398,-4.912317,19.769869,0.652876,-7.121797,-4.627125,8.05155,-1.398663,-8.351503,10.187134,5.322078,-9.203969,3.286558,2.730536,2.481621,2.907817,3.071065,2.472306,2.928886,3.219363,2.722653,2.73808,2.847082,2.779977,2.583352
D:\pump\id_04\normal\00000275.wav,id_04,0,normal,0.248117,2470.62,2145.07,5087.68,0.082962,0.21824,64.0,41.73558,54.161331,0.662633,24.437128,9.496864,2.380832,-9.045995,1.265994,-4.005805,2.809708,18.297194,2.956831,-8.244892,3.407007,3.09322,2.676065,3.012773,3.132774,2.840178,2.706514,2.670516,3.095718,2.502736,2.651326,2.524333,2.479171
D:\pump\id_02\normal\00000445.wav,id_02,0,normal,0.12227,1720.02,1844.17,3647.49,0.043201,0.126707,679.7,-47.392677,98.847626,-11.25827,0.990509,0.828951,14.841784,10.277509,0.761577,1.225752,1.93591,9.345327,1.719706,-2.288191,13.631977,9.405506,7.569955,7.409718,5.223991,5.737668,5.00823,5.075088,4.632161,3.960327,4.266804,4.17015,4.695499
D:\pump\id_06\abnormal\00000002.wav,id_06,1,abnormal,0.228026,1062.87,1383.72,2200.6,0.009162,0.059723,71.5,-29.735504,137.755569,-6.682288,30.96789,0.509062,15.415505,-1.688288,3.312374,-3.48129,1.377593,-3.129413,-0.227522,-0.370663,6.780484,6.681093,3.494653,3.286778,2.541271,2.744097,2.557643,3.080779,3.730907,3.212081,3.207638,2.879962,2.72497
D:\pump\id_02\normal\00000333.wav,id_02,0,normal,0.193298,1637.17,1774.55,3451.68,0.041177,0.119694,71.8,8.935648,102.072166,-12.459189,12.094911,3.029581,16.88319,8.937061,-1.219552,-0.602174,-0.390473,2.869502,-1.401568,-2.554007,7.992204,7.451981,6.349506,5.907843,5.00815,4.951686,4.870166,4.135851,4.001054,4.19729,3.818493,3.763005,3.432065
D:\pump\id_04\normal\00000329.wav,id_04,0,normal,0.224485,2631.03,2151.56,5401.36,0.083857,0.259129,71.7,31.863174,48.511028,-1.708563,27.090437,10.400693,-2.442275,-4.93761,4.520233,-5.776576,-0.776044,14.744889,0.011095,-13.090663,3.505313,2.755561,2.877471,2.840905,2.675146,2.659421,2.38313,2.532931,2.494494,2.504384,2.775515,2.753602,2.869293
D:\pump\id_02\normal\00000349.wav,id_02,0,normal,0.10675,1659.18,1793.91,3523.29,0.039493,0.119454,100.0,-54.750126,98.99279,-13.291172,12.857184,4.921853,18.765612,10.045631,-1.075524,0.839645,0.69019,5.327599,0.29939,-2.495876,10.682465,7.647657,7.163157,6.340656,4.238119,5.270667,4.85273,5.045223,4.755177,4.545825,4.442024,3.772336,4.010634
D:\pump\id_04\abnormal\00000086.wav,id_04,1,abnormal,0.260635,2210.18,1867.2,4238.74,0.047078,0.178354,1380.8,27.931578,64.756668,-17.738148,14.444314,-12.695391,4.395953,-4.002584,-14.916786,-9.373658,8.360472,4.807166,-4.701344,-5.050177,3.59564,2.841267,2.778093,2.802726,3.350177,2.989293,2.857858,2.508842,2.851326,3.2217,2.879353,2.748551,2.855111
D:\pump\id_00\normal\00000651.wav,id_00,0,normal,0.175662,1578.27,1800.61,3441.52,0.035828,0.095112,64.2,-13.934474,105.089958,-0.612966,11.849874,-1.62929,10.814856,8.950208,10.822393,1.595498,-1.119596,-4.26533,3.18025,4.292709,15.114515,9.597955,9.589786,8.216357,8.203702,8.111483,7.601384,6.853161,6.545715,6.159612,6.861854,5.981923,5.549831
D:\pump\id_00\normal\00000068.wav,id_00,0,normal,0.124345,1996.17,1932.97,4161.29,0.086662,0.144801,165.8,-16.947519,81.921585,-11.17946,12.248923,0.491528,9.981085,6.362683,3.224981,-0.78143,0.7285,-1.600832,4.208299,1.191201,14.95988,10.370774,9.3972,8.751606,7.771302,8.082184,6.901314,6.553327,6.073577,6.141833,5.257778,5.81048,5.119441
D:\pump\id_06\normal\00000176.wav,id_06,0,normal,0.220946,912.34,1192.98,1509.01,0.003415,0.063514,188.4,-67.777817,160.11673,-2.554674,12.932003,-7.668796,8.256242,-2.985333,-5.339338,-13.041459,-5.97929,-3.64739,4.371637,4.593924,9.173235,10.560215,7.925264,6.350142,5.761435,4.838281,4.818203,4.31689,3.819353,4.251976,4.659299,3.810794,4.036082
D:\pump\id_06\abnormal\00000027.wav,id_06,1,abnormal,0.185236,1064.07,1234.74,1827.75,0.007633,0.076097,286.9,-43.192749,152.350037,-18.504128,6.532874,-11.286131,5.61044,-4.665825,-3.621209,-11.22063,-2.028952,-5.319093,3.34818,1.693274,10.769221,3.713634,3.588556,3.729753,3.681622,3.950683,3.507019,2.860875,3.05761,3.404864,3.071823,3.057305,2.962477
D:\pump\id_02\normal\00000964.wav,id_02,0,normal,0.220293,1624.21,1777.78,3403.43,0.030515,0.126839,1490.8,3.632174,100.643944,-11.115136,10.420742,5.940162,23.289913,13.592445,-0.12533,5.206154,3.945516,-0.028437,-3.843347,-2.673606,9.624723,8.59086,7.700354,6.910945,7.24985,5.667881,4.827932,5.31743,4.804536,4.487023,4.663455,4.250589,4.335943
D:\pump\id_00\normal\00000708.wav,id_00,0,normal,0.118341,1561.67,1772.8,3367.04,0.038525,0.098285,166.1,-48.208447,107.552727,-2.674366,11.109791,-3.036074,8.494381,5.660561,8.421078,1.176985,0.181088,-3.684665,0.640791,2.237084,13.391773,9.512371,8.185575,7.247478,7.218545,7.442267,6.143453,5.68863,5.469082,5.932985,5.754444,5.301964,4.630336
D:\pump\id_00\normal\00000244.wav,id_00,0,normal,0.181343,1918.9,1982.4,4239.17,0.069523,0.123448,165.3,9.504856,85.137276,2.000466,17.595032,0.159705,12.781637,5.942981,6.249249,-0.841338,-0.432243,-3.359145,0.12911,-0.310946,13.192052,8.937651,9.500703,7.042325,7.293726,7.053815,6.553633,5.956926,5.651163,5.278629,5.602921,4.590307,4.914645
D:\pump\id_04\normal\00000534.wav,id_04,0,normal,0.202016,2574.2,2132.37,5162.96,0.115585,0.223333,576.8,31.670527,47.364708,-1.239937,29.876915,8.993587,2.06632,-14.16663,-3.294864,-2.541023,4.908421,12.896214,0.856108,-8.427454,5.461521,4.842749,3.057252,2.978173,2.936636,2.927665,3.566402,3.20724,2.726985,2.797817,2.639795,2.8477,3.346291
D:\pump\id_00\normal\00000314.wav,id_00,0,normal,0.142862,1856.74,1916.44,4053.04,0.068767,0.126527,165.3,-10.014844,88.786751,-2.420427,18.375969,-0.391299,12.39461,2.97807,3.930201,-1.54558,-1.979031,-3.997696,-0.31957,0.024152,13.653305,8.348187,8.019403,6.890439,6.433323,5.547367,6.338825,5.705591,5.744098,4.888505,4.728007,4.633915,4.363601
D:\pump\id_02\normal\00000473.wav,id_02,0,normal,0.045456,1649.99,1811.92,3515.85,0.038187,0.121203,63.9,-147.962418,100.441681,-9.492352,8.1858,6.507976,22.49629,12.887616,-2.122332,1.899333,2.004363,2.447547,-2.218999,-2.306413,22.015858,13.157808,6.821374,6.063272,5.796813,5.864905,5.761179,5.461197,5.313829,5.277459,5.626403,4.503196,4.502435
D:\pump\id_06\normal\00000490.wav,id_06,0,normal,0.114534,1557.54,1999.01,3893.0,0.023316,0.073336,283.9,-85.404617,101.308693,26.144793,13.902286,9.106383,13.472054,2.192561,-0.42499,-9.642884,-8.04493,-3.341756,-5.895811,-3.782671,12.485885,8.023956,9.126258,6.172245,6.048528,5.941045,5.543721,5.934788,5.166492,4.851159,5.203665,4.27179,3.908148
D:\pump\id_02\normal\00000004.wav,id_02,0,normal,0.184882,1665.58,1836.99,3610.85,0.043248,0.11608,71.7,1.491816,100.555161,-6.377588,12.291373,7.137735,15.045187,1.554056,-1.92933,-1.38753,5.896391,5.331604,-4.699539,-4.128008,10.093716,9.844867,7.516156,7.149607,5.810684,6.217076,5.707915,5.448164,5.271092,5.064919,4.160932,4.257809,4.518013
D:\pump\id_04\normal\00000040.wav,id_04,0,normal,0.233041,2533.96,2200.15,5472.39,0.11203,0.208697,186.2,46.10939,51.81345,4.081548,27.827127,12.583101,2.952057,-9.163229,1.601665,-3.327094,4.831939,7.764064,5.835389,-9.764071,3.941656,2.870745,2.832656,2.921928,2.777448,2.700849,2.332007,2.740191,2.654124,2.441378,2.58842,2.917031,2.752036
D:\pump\id_04\normal\00000169.wav,id_04,0,normal,0.227772,2423.32,2217.05,5193.54,0.111092,0.191584,71.6,46.531242,58.953392,10.583365,28.394108,3.255955,-2.711041,-3.654516,1.135701,-1.815593,-2.480096,11.124421,4.457084,-7.090755,3.265995,2.845926,2.657307,2.708238,2.973988,2.597398,2.510756,2.92928,2.817422,2.60871,2.62825,2.396327,2.439328
D:\pump\id_00\normal\00000825.wav,id_00,0,normal,0.084587,1777.53,1838.07,3733.93,0.060637,0.121278,71.6,-63.503761,95.547897,-9.114187,13.004897,-0.711049,8.935081,3.793485,3.777532,-1.453461,-2.206626,-5.569469,-1.789666,0.445312,14.805825,10.412869,9.695238,7.587193,7.559397,6.621707,6.761001,5.885213,5.900031,5.186595,5.349872,5.285897,5.021265
D:\pump\id_06\normal\00000711.wav,id_06,0,normal,0.299291,1062.71,1603.68,1831.92,0.003893,0.036732,188.7,-55.148998,132.509933,23.843922,1.387048,0.900472,7.613049,3.310714,3.030855,-0.632901,-5.391918,-8.248355,-9.5827,-5.787283,3.645419,3.114476,2.892434,3.183192,2.952146,2.83624,3.067942,2.880961,3.010637,2.860864,3.037745,2.820815,2.724782
D:\pump\id_06\normal\00000914.wav,id_06,0,normal,0.233854,1461.69,1818.96,3340.11,0.01957,0.064249,189.8,-13.484981,106.935379,11.489947,19.471119,0.103095,4.20274,-1.532279,-1.1864,-2.745712,-2.328243,-2.917773,-2.131619,-2.645071,7.783154,4.320642,6.332428,5.074575,4.965523,4.837823,4.534099,4.214548,4.078259,3.744162,3.872499,3.672586,3.808
D:\pump\id_02\normal\00000202.wav,id_02,0,normal,0.116089,1899.76,1875.72,3949.86,0.069805,0.148026,47.5,-30.117178,88.409454,-15.005646,7.799152,1.951853,13.981654,3.562041,0.064553,1.004107,4.420333,3.548985,-0.70514,0.115926,16.636889,12.1067,8.316531,10.214493,8.381448,6.859147,5.651852,4.970937,5.54443,4.553021,4.870858,4.60718,4.106969
D:\pump\id_06\normal\00000794.wav,id_06,0,normal,0.277017,980.33,1481.54,1535.84,0.003522,0.046936,188.1,-59.729309,143.82254,25.254141,-0.318187,-0.971529,3.437755,-5.562742,-5.444729,-3.589737,-5.929928,-4.182121,-4.453372,-3.462943,4.743885,4.204941,3.868478,4.01355,3.940444,4.315706,3.229073,3.276537,3.715663,3.488588,3.311209,3.130503,3.260804
D:\pump\id_04\normal\00000294.wav,id_04,0,normal,0.215835,2554.13,2137.39,5200.23,0.085217,0.221159,137.0,29.181263,51.184837,-4.056258,13.72245,-1.871754,-4.452672,-8.812949,6.786495,-0.089454,-1.141292,9.119509,-4.445436,-8.287316,3.246509,3.054706,2.810625,2.685788,3.07322,2.570375,2.739669,3.016161,2.328787,2.471638,2.568968,2.575056,2.914972
D:\pump\id_00\normal\00000239.wav,id_00,0,normal,0.180009,1886.32,1941.14,4122.68,0.063284,0.119802,38.3,2.314227,85.976547,-0.387316,20.188789,-0.737938,11.755811,4.393223,5.858602,-0.858785,-1.310125,-2.093354,1.340236,2.912665,14.945972,8.914646,10.575882,8.189441,7.474028,6.847796,5.818569,6.328396,6.003505,5.321357,4.847332,5.554854,5.014815
D:\pump\id_06\normal\00001030.wav,id_06,0,normal,0.253882,1238.09,1637.7,2395.09,0.011201,0.06701,188.4,-19.760429,128.444214,10.265215,1.919236,-2.078295,2.129452,1.781364,0.475238,-4.912545,-8.524913,-5.39621,-2.019074,0.47787,9.223093,6.731453,5.812305,6.934221,5.828577,5.389079,4.718399,4.344243,4.461917,4.501485,4.055717,4.264829,4.145715
D:\pump\id_06\normal\00000256.wav,id_06,0,normal,0.276804,876.16,1251.29,1456.57,0.003199,0.040874,188.4,-50.165482,156.548035,4.254039,12.23203,-4.313573,15.324989,3.427661,2.672862,-2.889561,-1.652553,0.235703,1.004086,-1.950232,4.509664,4.54841,3.921772,3.081401,3.296104,3.307518,3.179174,3.276212,3.117717,3.139341,3.451679,2.956488,3.120221
D:\pump\id_00\normal\00000377.wav,id_00,0,normal,0.136612,1887.46,1938.45,4126.97,0.06689,0.123686,165.7,-22.265263,86.916512,-2.058025,16.42214,-0.37588,15.013191,6.105316,5.085487,-2.989715,-2.424163,-1.151351,2.487319,0.189863,13.659123,9.607611,9.005199,7.359228,7.099591,6.613719,5.962167,6.423832,5.984156,4.667349,4.563834,4.879292,5.245397
D:\pump\id_00\normal\00000649.wav,id_00,0,normal,0.091733,1600.85,1785.61,3427.64,0.038001,0.100216,166.4,-78.147087,105.857353,-3.67072,7.5467,-3.005878,9.648358,7.835738,10.184872,0.734409,-0.802001,-5.600165,1.133861,2.450933,13.889788,10.69003,9.811142,8.22287,9.181296,8.363303,7.247442,6.778975,6.083751,6.927404,6.273017,5.073133,5.005745
D:\pump\id_00\normal\00000817.wav,id_00,0,normal,0.105461,1795.37,1834.33,3740.49,0.061778,0.121268,167.5,-41.148106,94.547989,-10.177337,13.73884,-1.394578,7.41687,3.346326,1.644746,-3.177841,-2.349811,-3.996679,-1.540192,0.695822,16.692198,11.049475,10.20367,8.112219,8.159183,7.209312,6.676316,6.526116,5.606217,5.317583,5.279833,3.840461,4.489412
D:\pump\id_02\normal\00000503.wav,id_02,0,normal,0.14655,1739.64,1858.36,3686.6,0.043668,0.129945,285.4,-21.911364,98.695366,-8.950697,1.011461,3.275404,17.349846,7.229893,-3.074847,0.384279,4.656464,8.006441,1.77175,-3.498767,10.389009,9.575594,7.884455,7.264078,6.205712,6.669586,5.982594,5.483311,5.558566,4.935724,4.739079,4.243642,4.139824
D:\pump\id_06\abnormal\00000005.wav,id_06,1,abnormal,0.191316,1250.29,1512.91,2270.89,0.014633,0.079648,241.7,-24.663113,133.352631,-5.068541,-0.062648,-5.722435,0.569509,-5.166253,-1.080335,-11.19635,-6.237073,-3.164712,1.518956,2.032513,6.948058,2.988289,3.572822,3.463626,3.204952,3.667115,3.320696,2.848366,3.002586,2.777282,2.980066,3.017829,2.996655
D:\pump\id_00\normal\00000375.wav,id_00,0,normal,0.171386,1835.13,1908.97,4013.75,0.066397,0.123421,165.6,7.048812,90.277031,-1.949356,17.701746,-1.059322,11.886561,3.170759,3.633301,-1.08077,-2.287378,-5.363232,0.100893,1.024306,12.452724,9.377061,6.709302,6.687364,5.528267,6.289264,5.363739,5.492985,5.966538,5.374515,5.211552,4.763377,4.37738
D:\pump\id_06\normal\00000600.wav,id_06,0,normal,0.218924,1223.19,1629.35,2294.2,0.011415,0.072409,282.5,-34.202328,129.745636,12.359702,2.730506,3.766607,5.388658,1.256426,-2.074472,-12.535249,-8.385608,0.812345,1.615141,1.116113,11.146537,9.360897,5.226438,7.162417,5.165197,4.787536,5.132582,4.52061,4.654935,5.024597,4.360779,4.055227,3.503347
D:\pump\id_02\normal\00000863.wav,id_02,0,normal,0.15403,1802.4,1830.8,3691.97,0.045374,0.14847,1491.5,-14.290214,93.266396,-16.425943,2.75727,3.119009,16.096666,9.971614,1.942509,2.811061,2.663459,-0.838993,-1.063206,2.454296,11.282258,7.66038,7.251122,6.227431,5.856701,5.368937,5.526841,5.537238,4.890253,4.456922,4.170062,4.294588,3.999572
D:\pump\id_00\normal\00000002.wav,id_00,0,normal,0.10299,2147.88,1870.17,4227.41,0.11542,0.176984,167.5,-23.924482,72.854523,-25.269815,7.051795,-7.440559,1.337805,-1.905398,0.886617,-2.55053,-1.37656,-2.9455,-0.429395,-2.020871,16.446304,10.776371,8.298066,7.002437,6.30105,6.45367,6.267498,5.522463,5.497071,6.180101,4.85019,5.124234,4.870446
D:\pump\id_06\normal\00000408.wav,id_06,0,normal,0.221231,1223.85,1548.97,2597.17,0.015577,0.070044,190.8,-18.045967,128.452713,2.377496,23.531981,-1.231138,9.252106,-3.160396,-0.408234,-5.788598,-0.894619,-3.056726,-0.749034,0.518411,13.8462,12.931719,7.983819,8.317011,6.07999,5.941905,4.868951,5.03663,5.189656,4.97062,4.117908,4.443025,3.654207
D:\pump\id_00\abnormal\00000003.wav,id_00,1,abnormal,0.093762,1564.5,1614.94,3082.94,0.040171,0.11354,446.2,-91.111206,108.312302,-18.579405,4.696502,-18.958969,-7.297583,-7.206594,-8.919783,-9.66615,-2.571939,-3.421392,-1.889345,-3.513599,20.783218,15.745132,7.118029,6.921071,7.224055,6.077133,4.993498,4.891359,4.92074,5.069041,4.325087,4.639534,5.061878
D:\pump\id_02\normal\00000794.wav,id_02,0,normal,0.076158,1970.21,1879.68,4009.51,0.061125,0.151294,134.9,-83.058769,82.841354,-18.660484,4.927443,4.573373,15.142941,6.532445,2.391576,4.447472,6.733021,1.602482,-1.887967,-1.228099,25.309082,13.783765,11.123878,8.09179,8.104614,7.912592,6.875282,6.323681,6.327678,5.831474,5.684163,5.248569,5.401627
D:\pump\id_02\normal\00000271.wav,id_02,0,normal,0.122937,1919.91,1812.3,3879.27,0.060697,0.168089,1491.4,-24.686152,86.659798,-23.558142,3.334485,-0.374789,17.401653,3.148125,-1.078263,3.22085,4.521531,1.832621,-2.171043,-2.216189,9.995791,7.272977,4.800805,4.260355,4.5906,5.023677,4.010627,3.63792,3.763769,3.841104,3.732988,3.379969,3.682672
D:\pump\id_02\normal\00000659.wav,id_02,0,normal,0.141587,1870.27,1799.54,3738.92,0.068383,0.146427,285.3,-8.77494,87.952713,-20.756855,16.292688,1.245365,13.158871,6.451783,-1.516739,0.469614,5.425825,1.311044,1.507281,-1.35687,12.192006,11.918712,6.758834,5.465142,6.468114,5.728805,4.769087,4.068211,4.147293,3.998147,4.11079,4.212281,3.521729
D:\pump\id_04\normal\00000272.wav,id_04,0,normal,0.230725,2511.69,2150.86,5181.36,0.081502,0.202724,431.1,32.806351,52.87183,1.194058,21.027767,1.531811,-5.587535,-15.033068,-1.807218,-1.742255,5.691894,18.283129,2.854697,-10.150594,4.04198,3.621158,2.844319,2.997152,2.774382,2.603043,2.603951,2.671888,2.760158,2.365245,2.877922,2.808214,2.671488
D:\pump\id_06\normal\00000366.wav,id_06,0,normal,0.256192,853.43,1184.02,1594.1,0.00274,0.042418,188.4,-60.584454,158.284973,-2.309101,29.777124,-2.293652,8.791866,-6.628099,-1.937705,-5.094322,-0.598081,-5.404418,-2.376065,-0.127392,4.237337,5.314792,3.838803,3.631303,3.460779,3.418722,3.237553,3.398386,2.83015,2.969703,2.985569,3.171384,2.75366
